gene_id	gene_name	JH-2-009-HH11A-C47BD	JH-2-055-FC9GH-CG8EA	JH-2-079-CB92G-FG226	WU.487_pt	WU.536_pt	WU.561_pt	mn2_pt	mn3_pt
ENSG00000283394.1	MIR7515	0	0	0	0	0	0	0	0
ENSG00000283399.1	ENSG00000283399	0	0	0	0	2	0	0	0
ENSG00000283400.1	ENSG00000283400	0	0	0	0	0	0	0	0
ENSG00000283402.1	ENSG00000283402	0	0	0	0	0	0	0	0
ENSG00000283403.1	ENSG00000283403	0	0	8.313	2	0	0	0	3.056
ENSG00000283405.2	ENSG00000283405	0	1	2	0	0	0	0	0
ENSG00000283408.2	MIR548A1HG	0	3	2	1	0	0	0	0
ENSG00000283409.1	MIR3662	0	0	0	0	0	0	1	0
ENSG00000283411.1	ENSG00000283411	0	0	0	0	0	0	0	0
ENSG00000283412.1	U6	0	0	0	0	0	0	0	0
ENSG00000283413.1	ENSG00000283413	0	1	0	0	0	0	0	0
ENSG00000283414.1	U6	0	0	0	0	0	0	0	0
ENSG00000283415.2	ENSG00000283415	0	16	11	15	6	8	5	69
ENSG00000283416.1	MIR1910	0	0	0	0	0	0	0	0
ENSG00000283417.1	ENSG00000283417	0	0	2	0	0	0	0	0
ENSG00000283418.1	U6	0	0	0	0	0	0	0	0
ENSG00000283419.1	MIR6874	0	0	0	0	0	0	0	0
ENSG00000283420.1	MIR4278	0	0	0	0	0	0	0	0
ENSG00000283421.1	ENSG00000283421	0	0	0	0	0	0	0	0
ENSG00000283422.1	LINC02452	1	2	1	0	0	3	0	1
ENSG00000283423.1	ENSG00000283423	0	0	1	0	0	0	0	0
ENSG00000283426.1	SMBD1P	0	0	0	0	0	0	0	0
ENSG00000283427.1	ENSG00000283427	0	0	0	0	0	0	0	0
ENSG00000283428.1	CCDC195	0	0	0	0	0	0	0	0
ENSG00000283429.1	MIR1244-3	0	0	0	0	0	0	0	0
ENSG00000283431.1	ENSG00000283431	0	0	0	0	0	1	0	0
ENSG00000283432.1	U6	0	0	0	0	0	0	0	0
ENSG00000283433.1	RNA5SP532	0	0	0	0	0	0	0	0
ENSG00000283434.2	CSNKA2IP	0	0	0	0	0	0	0	0
ENSG00000283435.1	MIR1321	0	0	0	0	0	0	0	0
ENSG00000283436.1	LINC01958	0	0	9	0	0	0	0	0
ENSG00000283438.1	Metazoa_SRP	0	0	0	0	0	0	0	0
ENSG00000283439.4	SPEM3	0	2	0	0	0	0	0	0
ENSG00000283440.1	LINC01260	0	0	0	1	0	0	0	2
ENSG00000283441.1	MIR499B	0	0	0	0	0	0	0	0
ENSG00000283442.1	U4	0	0	0	0	0	0	0	0
ENSG00000283443.2	ZNF285DP	9	12	11.599	1	1.136	1	12	0
ENSG00000283444.1	GPR141BP	1	1	1	2	12	0	1	0
ENSG00000283445.1	ENSG00000283445	0	14	0	0	1	3	1	0
ENSG00000283446.1	ENSG00000283446	0	0	0	0	0	0	0	0
ENSG00000283450.1	MIR486-2	0	0	0	0	0	0	0	0
ENSG00000283451.1	ENSG00000283451	0	0	0	0	0	0	0	0
ENSG00000283452.1	ENSG00000283452	0	0	0	0	0	0	0	0
ENSG00000283453.2	PRIM2BP	0	0	1.009	0	0	1.002	0	1.04
ENSG00000283455.1	MIR523	0	0	0	0	0	0	0	0
ENSG00000283456.1	MTND1P37	0	0	0	0	0	0	0	0
ENSG00000283457.2	ENSG00000283457	0	0	0	0	0	0	0	0
ENSG00000283458.2	ENSG00000283458	0	0	0	0	0	0	0	0
ENSG00000283459.1	ENSG00000283459	0	3	0	0	0	0	2	0
ENSG00000283461.1	MIR550B2	0	0	0	0	0	0	0	0
ENSG00000283462.3	ENSG00000283462	0	0	0	0	0	2	0	1
ENSG00000283463.2	HSFX4	0	0	0.5	0	0	0	0	0
ENSG00000283464.1	ENSG00000283464	0	0	0	6	0	0	0	0
ENSG00000283468.1	MIR4454	0	0	0	0	0	0	0	0
ENSG00000283469.1	MIR3130-1	0	0	0	0	0	0	0	0
ENSG00000283471.1	MIR6863	0	0	0	0	0	0	0	0
ENSG00000283473.5	FAM240A	0	0	4	0	0	0	0	0
ENSG00000283474.1	MIR6828	0	0	0	0	0	0	0	0
ENSG00000283475.1	MIR1244-4	0	0	0	0	0	0	0	0
ENSG00000283476.1	MIR1279	0	0	0	0	0	0	0	0
ENSG00000283477.1	MIR6079	0	0	0	0	0	0	0	0
ENSG00000283479.1	ENSG00000283479	0	0	0	0	0	0	0	0
ENSG00000283480.1	ENSG00000283480	1	1	0	0	0	2	0	1
ENSG00000283481.1	MTND4LP32	0	0	0	0	0	0	0	0
ENSG00000283483.1	ENSG00000283483	0	22	5	12	15	14	5	101
ENSG00000283484.1	MIR3529	0	0	0	0	0	0	0	0
ENSG00000283486.2	FAM95C	1	14.579	41.657	0	6	19.458	1	0
ENSG00000283487.1	MIR4501	0	0	0	0	0	0	0	0
ENSG00000283489.1	U6	0	0	0	0	0	0	0	0
ENSG00000283490.1	MIR518C	0	0	0	0	0	0	0	0
ENSG00000283491.1	ENSG00000283491	1	0	0	2	0	1	0	5
ENSG00000283492.1	MIR7153	0	0	0	0	0	0	0	0
ENSG00000283493.1	MIR6086	0	0	0	0	0	0	0	0
ENSG00000283496.1	ZNF511-PRAP1	1.349	0	0	0	0	6.186	1.562	1.429
ENSG00000283497.1	MIR3160-2	0	0	0	0	0	0	0	0
ENSG00000283498.1	MIR1244-2	0	0	0	0	0	0	0	0
ENSG00000283499.1	U6	0	0	0	0	0	0	0	0
ENSG00000283502.1	U6	0	0	0	0	0	0	0	0
ENSG00000283503.3	LINC01902	1	3	22	12	6	10	0	0
ENSG00000283504.1	ENSG00000283504	0	1	0	0	0	0	0	0
ENSG00000283505.1	MIR5681B	0	0	0	0	0	0	0	0
ENSG00000283506.1	MIR7157	0	0	0	0	0	0	0	0
ENSG00000283507.1	MIR1302-1	0	0	0	0	0	0	0	0
ENSG00000283509.1	U6	0	0	0	0	0	0	0	0
ENSG00000283511.1	ENSG00000283511	4	1	0	0	1	1	0	1
ENSG00000283513.1	MIR941-3	0	0	0	0	0	0	0	0
ENSG00000283514.1	MIR3975	0	0	0	0	0	0	0	0
ENSG00000283515.1	ENSG00000283515	135.242	72.004	96.408	39.754	41.794	53.451	55.024	57.645
ENSG00000283516.1	LITAFD	0	0	0	0	0	0	0	0
ENSG00000283517.1	ENSG00000283517	0	0	0	0	0	0	0	0
ENSG00000283518.1	LINC02775	0	0	0	0	0	1	0	0
ENSG00000283519.1	U2	0	0	0	0	0	0	0	0
ENSG00000283522.1	MIR3150A	0	0	0	0	0	0	0	0
ENSG00000283523.1	MIR3926-2	0	0	0	0	0	0	0	0
ENSG00000283524.2	OR11J7P	0	0	0	0	0	0	0	0
ENSG00000283525.1	ENSG00000283525	2	0	0	1	0	0	2	0
ENSG00000283526.1	PRRT1B	0	0	0	0	0	0	0	0
ENSG00000283527.1	U6	0	0	0	0	0	0	0	0
ENSG00000283528.2	TCAF2C	0	12.665	0	0	0	5.074	0	0
ENSG00000283529.1	ENSG00000283529	0	2	2	1	0	1	0	0
ENSG00000283532.1	MIR4317	0	0	0	0	0	0	0	0
ENSG00000283534.1	MIR374C	0	0	0	0	0	0	0	0
ENSG00000283535.1	ENSG00000283535	0	0	0	0	0	0	0	0
ENSG00000283536.2	ENSG00000283536	0	0	0	0	0	0	0	0
ENSG00000283537.2	ENSG00000283537	20.739	4.323	7.631	0	2.882	0	17.598	5.979
ENSG00000283538.3	ENSG00000283538	1	0	6	0	2	0	3	15
ENSG00000283540.1	MIR520F	0	0	0	0	0	0	0	0
ENSG00000283541.1	ENSG00000283541	0	1.34	1.476	0	0	0	0	1
ENSG00000283542.1	OASL2P	0	0	0	0	0	0	0	0
ENSG00000283544.1	ENSG00000283544	0	0	0	0	0	0	0	0
ENSG00000283545.1	U6	0	0	0	0	0	0	0	0
ENSG00000283546.1	ENSG00000283546	0	0	0	0	0	0	0	0
ENSG00000283547.1	MTATP6P8	0	0	0	0	0	0	0	0
ENSG00000283549.1	ENSG00000283549	6.276	1.334	6.708	1.26	0	1.213	0	2.351
ENSG00000283550.1	MIR2054	0	0	0	0	0	0	0	0
ENSG00000283551.1	SNORD98	0	0	0	0	0	0	0	0
ENSG00000283554.1	LINC02341	0	1	1	1	0	0	0	0
ENSG00000283555.1	U2	0	0	0	0	0	0	0	0
ENSG00000283556.1	MIR376B	0	0	0	0	0	0	0	0
ENSG00000283558.1	MIR3158-2	0	0	0	0	0	0	0	0
ENSG00000283559.2	ENSG00000283559	0	1	7.539	0	2	0	0	2
ENSG00000283561.1	MIR376A2	0	0	0	0	0	0	0	0
ENSG00000283562.1	IGHVIII-44	0	1	0	0	0	0	0	0
ENSG00000283563.1	ENSG00000283563	52.973	104.971	64.754	176.414	192.841	177.82	39.533	4.329
ENSG00000283564.1	U6	0	0	0	0	0	0	0	0
ENSG00000283566.2	ENSG00000283566	0	0	0	0	0	0	0	0
ENSG00000283567.2	C19orf85	0	0	0	0	0	0	0	1
ENSG00000283568.1	5_8S_rRNA	0	0	0	0	0	0	0	0
ENSG00000283569.1	MIR4773-2	0	0	0	0	0	0	0	0
ENSG00000283571.1	ENSG00000283571	0	0	0	0	0	0	0	0
ENSG00000283572.1	MIR4251	0	0	0	0	0	0	0	0
ENSG00000283573.1	ENSG00000283573	0	0	0	0	0	0	0	0
ENSG00000283575.1	U6	0	0	0	0	0	0	0	0
ENSG00000283576.1	ENSG00000283576	0	0	0	0	0	0	0	0
ENSG00000283578.1	MTND5P42	0	1	0	0	0	1	1	2
ENSG00000283579.1	ENSG00000283579	0	0	0	0	0	0	0	0
ENSG00000283580.4	ENSG00000283580	4.024	1.363	3.099	1.949	0	12.41	1.514	0
ENSG00000283582.1	SULT6B2P	1	0	0	0	0	0	0	0
ENSG00000283583.1	ENSG00000283583	0	0	0	0	0	0	0	0
ENSG00000283584.1	ENSG00000283584	0	0	0	0	0	0	0	0
ENSG00000283586.1	GKN3P	0	0	0	0	0	0	0	0
ENSG00000283587.1	ENSG00000283587	0	0	0	0	0	0	0	0
ENSG00000283588.1	MIR376A1	0	0	0	0	0	0	0	0
ENSG00000283591.1	MIR4430	0	0	0	0	0	0	0	0
ENSG00000283592.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000283594.1	FAM236C	0	0	0	0	0	0	0	0
ENSG00000283597.3	FAM169B	0	4	12	4	0	3	0	0
ENSG00000283598.1	MIR1295B	0	0	0	0	0	0	0	0
ENSG00000283599.2	ENSG00000283599	0	0	0	0	0	3	0	0
ENSG00000283601.1	MS4A19P	0	0	0	0	0	0	0	0
ENSG00000283602.1	ENSG00000283602	13.001	3.366	0	10	7	0	3	0
ENSG00000283603.1	MIR4302	0	0	0	0	0	0	0	0
ENSG00000283604.1	MIR338	0	0	0	0	0	0	0	0
ENSG00000283605.1	OR4C48P	0	0	0	0	0	0	0	0
ENSG00000283607.2	IGHVII-30-21	0	0	0	0	0	0	0	0
ENSG00000283608.1	ENSG00000283608	5	0	0	0	0	1	0	0
ENSG00000283609.1	MIR4662A	0	0	0	0	0	0	0	0
ENSG00000283611.2	TMEM274P	0	0	0	0	0	0	0	0
ENSG00000283612.1	MIR103B1	0	0	0	0	0	0	0	0
ENSG00000283613.1	CUPIN1P	0	0	0	0	0	0	0	0
ENSG00000283614.1	MIR7973-2	0	0	0	0	0	0	0	0
ENSG00000283615.1	MIR924	0	0	0	0	0	0	0	0
ENSG00000283616.1	MIR5683	0	0	0	0	0	0	0	0
ENSG00000283618.1	ENSG00000283618	0	0	0	0	0	0	0	0
ENSG00000283621.1	MIR6759	0	0	0	0	0	0	0	0
ENSG00000283622.1	MIR4328	0	0	0	0	0	0	0	0
ENSG00000283625.1	ENSG00000283625	0	0	1	0	0	0	0	0
ENSG00000283626.1	MTATP6P10	0	0	0	0	0	0	0	0
ENSG00000283627.1	ENSG00000283627	0	0	8	0	0	2	0	0
ENSG00000283629.1	ENSG00000283629	0	0	0	0	0	0	0	0
ENSG00000283631.1	ENSG00000283631	0	0	0	0	0	0	0	0
ENSG00000283632.4	EXOC3L2	30	98	106	45	14	72	20	15
ENSG00000283633.1	ENSG00000283633	13.267	21.829	34.434	18.192	13.155	22.203	0	0
ENSG00000283634.1	MIR3155B	0	0	0	0	0	0	0	0
ENSG00000283635.1	ENSG00000283635	4	1	2	0	1	1	1	4
ENSG00000283636.1	Metazoa_SRP	0	0	0	1	0	0	0	0
ENSG00000283637.1	MIR4776-2	0	0	0	0	0	0	0	0
ENSG00000283638.2	ENSG00000283638	3	3	1	0	4	2	0	0
ENSG00000283639.1	MIR9500	0	0	0	0	0	0	0	0
ENSG00000283644.1	ETDC	0	0	0	0	0	0	0	0
ENSG00000283645.1	MIR5583-2	0	0	0	0	0	0	0	0
ENSG00000283646.2	LINC02009	0	3	0	0	1	0	3	0
ENSG00000283647.1	ENSG00000283647	0	0	0	0	0	0	0	0
ENSG00000283648.1	ENSG00000283648	0	0	0	0	0	0	0	0
ENSG00000283653.1	ENSG00000283653	0	0	0	0	0	0	0	0
ENSG00000283654.3	LMLN2	0	1	0	0	0	1	0	0
ENSG00000283656.1	MIR4483	0	0	0	0	0	0	0	0
ENSG00000283657.1	ENSG00000283657	0	0	0	1	0	0	0	0
ENSG00000283659.1	ENSG00000283659	0	0	0	0	0	0	0	0
ENSG00000283662.1	ENSG00000283662	0	1	1	1	0	1	0	0
ENSG00000283663.1	ENSG00000283663	0	1.487	0	0	1	0	0	0
ENSG00000283664.1	MIR4679-1	0	0	0	0	0	0	0	0
ENSG00000283665.1	MIR3974	0	0	0	0	0	0	0	0
ENSG00000283666.1	U6	0	0	0	0	0	0	0	0
ENSG00000283667.1	ENSG00000283667	6	1	1	2	5	1	0	1
ENSG00000283669.1	ENSG00000283669	0	0	0	0	0	0	0	0
ENSG00000283672.1	MIR4678	0	0	0	0	0	0	0	0
ENSG00000283673.1	MIR4531	0	0	0	0	0	0	0	0
ENSG00000283674.3	ENSG00000283674	28.208	106.708	52.308	133.614	65.802	149.446	11	10
ENSG00000283675.1	ENSG00000283675	0	0	0	0	0	0	0	0
ENSG00000283676.1	MIR5087	0	0	0	0	0	0	0	0
ENSG00000283677.1	MIR3913-2	0	0	0	0	0	0	0	0
ENSG00000283678.1	MIR6830	0	0	0	0	0	0	0	0
ENSG00000283679.1	ENSG00000283679	0	0	0	0	0	0	0	0
ENSG00000283680.2	OR11K1P	0	0	1	0	0	0	0	0
ENSG00000283682.1	MIR548AH	0	0	0	0	0	0	0	0
ENSG00000283683.2	MYOCOS	1	0	1	0	1	1	0	0
ENSG00000283684.1	ENSG00000283684	0	0	0	0	0	8.79	0	0
ENSG00000283685.1	MIR522	0	0	0	0	0	0	0	0
ENSG00000283686.2	ENSG00000283686	0	0	0	0	0	0	0	0
ENSG00000283688.1	MIR6715B	0	0	0	0	0	0	0	0
ENSG00000283689.1	ENSG00000283689	0	1	0	0	0	2	1	0
ENSG00000283690.1	MIR3116-2	0	0	0	0	0	0	0	0
ENSG00000283691.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000283692.2	ENSG00000283692	0	1	1	0	0	0	0	0
ENSG00000283694.1	MIR3202-2	0	0	0	0	0	0	0	0
ENSG00000283695.1	ENSG00000283695	0	0	0	0	0	0	0	0
ENSG00000283696.1	ENSG00000283696	14	17	2	1	6	3	1	4
ENSG00000283697.3	HSFX3	0	1	0.5	0	0	0	0	0
ENSG00000283698.1	VINAC1P	0	1	0	1	1	0	1	0
ENSG00000283699.1	MIR4481	0	0	0	0	0	0	0	0
ENSG00000283701.1	MIR555	0	0	0	0	0	0	0	0
ENSG00000283703.3	VSIG10L2	0	0	2	0	0	1	0	3
ENSG00000283704.1	ENSG00000283704	0	0	0	0	0	0	0	0
ENSG00000283705.1	MIR92A1	0	0	0	0	0	0	0	0
ENSG00000283706.2	PRSS50	0	0	0	0	0	43.062	0	0
ENSG00000283709.1	FAM238C	4	19	21	40	15	54	1	4
ENSG00000283710.1	MIR1204	0	0	0	0	0	0	0	0
ENSG00000283712.1	MIR6727	0	0	0	0	0	0	0	0
ENSG00000283717.1	MIR6831	0	0	0	0	0	0	0	0
ENSG00000283721.1	MIR6884	0	0	0	0	0	0	0	0
ENSG00000283724.1	MIR6732	0	0	0	0	0	0	0	0
ENSG00000283726.1	MIR5193	0	0	0	0	0	0	0	0
ENSG00000283728.1	MIR7108	0	0	0	0	0	0	0	0
ENSG00000283733.1	MIR146A	0	0	0	0	0	0	0	0
ENSG00000283734.1	MIR4785	0	0	0	0	0	0	0	0
ENSG00000283736.1	MIR484	0	0	0	0	0	0	0	0
ENSG00000283737.1	ENSG00000283737	1	2	1	1	1	1	0	2
ENSG00000283740.1	TAF11L11	0	1	1	1	0	3	0	0
ENSG00000283743.2	ENSG00000283743	0	0	0	0	0	0	0	0
ENSG00000283744.1	MIR6755	0	0	0	0	0	0	0	0
ENSG00000283745.1	MIR196B	0	0	0	0	0	0	0	0
ENSG00000283749.1	MIR4781	0	0	0	0	0	0	0	0
ENSG00000283751.1	MIR452	0	0	0	0	0	0	0	0
ENSG00000283752.1	ENSG00000283752	0	0	0	0	0	0	0	0
ENSG00000283755.2	CPHXL	0	0	1	0	0	0	0	0
ENSG00000283757.1	ENSG00000283757	14.671	33.44	20.296	60.304	14.336	57.017	4.495	50.765
ENSG00000283758.2	PMIS2	0	0	0	0	0	0	0	0
ENSG00000283759.1	MIR614	0	0	0	0	0	0	0	0
ENSG00000283761.1	ENSG00000283761	147.36	90.765	176.215	120.153	118.14	67.552	16.795	42.033
ENSG00000283762.1	MIR20A	0	0	0	0	0	0	0	0
ENSG00000283764.1	MIR6850	0	0	0	0	0	0	0	0
ENSG00000283765.1	ENSG00000283765	0	25.288	5.145	6.642	0	0	0	6.399
ENSG00000283766.1	ENSG00000283766	0	0	0	0	0	0	0	0
ENSG00000283768.1	MIR1178	0	0	0	0	0	0	0	0
ENSG00000283769.1	ENSG00000283769	0	0	0	0	0	0	0	0
ENSG00000283770.1	MIR6849	0	0	0	0	0	0	0	0
ENSG00000283772.1	MIR6778	0	0	0	0	0	0	0	0
ENSG00000283773.1	ENSG00000283773	0	0	0	0	0	0	0	0.726
ENSG00000283774.1	MIR632	0	0	0	0	0	0	0	0
ENSG00000283775.1	MIR4329	0	0	0	0	0	0	0	0
ENSG00000283776.1	TAF11L13	0	1	1	0	0	0	0	0
ENSG00000283782.2	ENSG00000283782	54.153	289.318	143.013	129.743	168.982	289.25	236.421	116.903
ENSG00000283783.1	MIR622	0	0	0	0	0	0	0	0
ENSG00000283785.1	MIR15A	0	0	0	0	0	0	0	0
ENSG00000283787.2	PRR33	4	1	1	3	0	4	0	0
ENSG00000283788.1	MIR936	0	0	0	0	0	0	0	0
ENSG00000283789.1	MIR7846	0	0	0	0	0	0	0	0
ENSG00000283791.1	MIR612	0	0	0	0	0	0	0	0
ENSG00000283792.1	MIR4453	0	0	0	0	0	0	0	0
ENSG00000283793.1	MIR6861	0	0	0	0	0	0	0	0
ENSG00000283795.1	MIR4426	0	0	0	0	0	0	0	0
ENSG00000283796.1	MIR6510	0	0	0	0	0	0	0	0
ENSG00000283797.1	MIR29B1	0	0	0	0	0	0	0	0
ENSG00000283798.1	MIR630	0	0	0	0	0	0	0	0
ENSG00000283799.1	MIR1182	0	0	0	0	0	0	0	0
ENSG00000283801.1	MIR1302-11	0	0	0	0	0	0	0	0
ENSG00000283803.1	MIR3198-2	0	0	0	0	0	0	0	0
ENSG00000283805.1	MIR636	0	0	0	0	0	0	0	0
ENSG00000283809.1	ENSG00000283809	0	1.218	0	0	0	0	0	0
ENSG00000283813.1	MIR4485	0	0	0	0	0	0	0	0
ENSG00000283815.1	MIR18A	0	0	0	0	0	0	0	0
ENSG00000283818.1	MIR7844	0	0	0	0	0	0	0	0
ENSG00000283819.1	MIR144	0	0	0	0	0	0	0	0
ENSG00000283821.1	MIR6875	0	0	0	0	0	0	0	0
ENSG00000283822.1	MIR639	0	0	0	0	0	0	0	0
ENSG00000283824.1	MIR22	0	0	0	0	0	0	0	0
ENSG00000283828.1	ENSG00000283828	3	3	24	5	3	14	1	1
ENSG00000283829.1	MIR378I	0	0	0	0	0	0	0	0
ENSG00000283836.1	MIR6734	0	0	0	0	0	0	0	0
ENSG00000283839.2	ENSG00000283839	12	4	9	2	10	0	17	0
ENSG00000283840.1	MIR6764	0	0	0	0	0	0	0	0
ENSG00000283842.1	MIR4751	0	0	0	0	0	0	0	0
ENSG00000283844.1	MIR214	0	0	0	0	0	0	0	0
ENSG00000283845.1	MIR4721	0	0	0	0	0	0	0	0
ENSG00000283848.1	MIR6872	0	0	0	0	0	0	0	0
ENSG00000283849.1	ENSG00000283849	1	2	0	2	0	2	1	0
ENSG00000283853.1	MIR4738	0	0	0	0	0	0	0	0
ENSG00000283856.1	MIR7703	0	0	0	0	0	0	0	0
ENSG00000283857.1	MIR1247	0	0	0	0	0	0	0	0
ENSG00000283858.1	MIR3674	0	0	0	0	0	0	0	0
ENSG00000283863.1	MIR3960	0	0	0	0	0	0	0	0
ENSG00000283865.1	MTND3P18	0	0	0	0	0	0	0	0
ENSG00000283867.1	MIR1307	0	0	0	0	0	0	0	0
ENSG00000283871.1	MIR130B	0	0	0	0	0	0	0	0
ENSG00000283873.1	SSU72P4	0	0	0	0	0	0	0	0
ENSG00000283874.1	MIR3911	0	0	0	0	0	0	0	0
ENSG00000283876.1	MIR4260	0	0	0	0	0	0	0	0
ENSG00000283877.1	ENSG00000283877	0	0	0	0	0	0	0	0
ENSG00000283879.1	MTND6P35	0	0	0	0	0	0	0	0
ENSG00000283880.1	MIR7704	0	0	0	0	0	0	0	0
ENSG00000283881.1	MIR3916	0	0	0	0	0	0	0	0
ENSG00000283885.1	MIR3714	0	0	0	0	0	0	0	0
ENSG00000283886.3	ENSG00000283886	5.578	9.506	38.609	2.552	18.353	28.127	0	6.876
ENSG00000283888.1	MIR1469	0	0	0	0	0	0	0	0
ENSG00000283891.1	MIR628	0	0	0	0	0	0	0	0
ENSG00000283894.1	MIR1324	0	0	1	0	0	0	0	0
ENSG00000283897.2	ENSG00000283897	9	4	20.999	7	9	14	4	0
ENSG00000283899.1	MIR761	0	0	0	0	0	0	0	0
ENSG00000283900.1	TPTEP2-CSNK1E	22.068	0	0	6.129	10.169	0	0	5.278
ENSG00000283904.1	MIR155	0	0	0	0	0	0	0	0
ENSG00000283906.1	IGHV4-80	0	0	0	0	0	0	0	0
ENSG00000283907.1	ENSG00000283907	2	7	1	0	0	1	0	0
ENSG00000283913.1	ENSG00000283913	0	7.876	3.403	1.334	2.281	12.243	4.74	0
ENSG00000283914.1	ENSG00000283914	1	0	0	2	0	0	1	0
ENSG00000283920.1	MIR6743	0	0	0	0	0	0	0	0
ENSG00000283921.1	MIR1302-9	0	0	0	0	0	0	0	0
ENSG00000283923.1	MIR6132	0	0	0	0	0	0	0	0
ENSG00000283926.1	MIR192	0	0	0	0	0	0	0	0
ENSG00000283927.1	MIR133A1	0	0	0	0	0	0	0	0
ENSG00000283928.1	MIR637	0	0	0	0	0	0	0	0
ENSG00000283929.1	MIR5010	0	0	0	0	0	0	0	0
ENSG00000283930.1	PLD5P1	17.019	55.498	0	16.414	68.871	28.285	42.958	32.382
ENSG00000283931.1	MIR18B	0	0	0	0	0	0	0	0
ENSG00000283933.1	MIR6878	0	0	0	0	0	0	0	0
ENSG00000283935.1	MIR423	0	0	0	0	0	0	0	0
ENSG00000283936.1	MIR3658	0	0	0	0	0	0	0	0
ENSG00000283938.1	MIR3917	0	0	0	0	0	0	0	0
ENSG00000283940.1	MTND3P15	0	0	0	0	0	0	0	0
ENSG00000283941.1	MIR600	0	0	0	0	0	0	0	0
ENSG00000283944.1	MIR4709	0	0	0	0	0	0	0	0
ENSG00000283945.1	LINC00032	0	4	5	0	3	14	0	13
ENSG00000283948.1	IGHVIII-16-1	0	0	0	0	0	0	0	0
ENSG00000283950.1	MIR6791	0	0	0	0	0	0	0	0
ENSG00000283952.1	ENSG00000283952	0	0	0	2.093	0	0	0	0
ENSG00000283956.1	MIR3610	0	0	0	0	0	0	0	0
ENSG00000283958.1	MIR1248	0	0	0	0	0	0	0	0
ENSG00000283959.2	ENSG00000283959	2	10	8	0	5	7	4	2
ENSG00000283967.1	TAF11L8	0	0	0	0	0	0	0	0
ENSG00000283969.1	MIR6838	0	0	0	0	0	0	0	0
ENSG00000283971.1	MIR4442	0	0	0	0	0	0	0	0
ENSG00000283972.1	FAM247A	0	2	0	1	0	0	0	0
ENSG00000283973.2	ENSG00000283973	1	0	0	0	1	0	0	0
ENSG00000283977.1	ENSG00000283977	0	9.968	0	1.572	3.584	0	0	1.582
ENSG00000283978.1	MIR365B	0	0	0	0	0	0	0	0
ENSG00000283980.1	GNG14	0	0	0	0	0	0	0	0
ENSG00000283982.1	ENSG00000283982	0	4	6	0	0	9	0	0
ENSG00000283988.1	TAF11L9	0	0	0	0	0	0	0	0
ENSG00000283990.1	MIRLET7A3	0	0	0	0	0	0	0	0
ENSG00000283991.1	ENSG00000283991	0	0	0	0	0	0	0	0
ENSG00000283992.2	SLURP2	0	0	0	0	0	0	0	0
ENSG00000283994.1	ENSG00000283994	17	22	0	2	51	2	2	4
ENSG00000283998.1	MIR492	0	0	0	0	0	0	0	0
ENSG00000283999.1	ENSG00000283999	0	0	0	0	0	0	0	0
ENSG00000284000.1	MIR4458	0	0	0	0	0	0	0	0
ENSG00000284003.1	ENSG00000284003	0	0	0	0	0	0	0	0
ENSG00000284005.1	MIR6084	0	0	0	0	0	0	0	0
ENSG00000284008.1	MIR6511B1	0	0	0	0	0	0	0	0
ENSG00000284010.1	MIR675	0	0	0	0	0	0	0	0
ENSG00000284011.1	MIR6502	0	0	0	0	0	0	0	0
ENSG00000284012.1	MIR6840	0	0	0	0	0	0	0	0
ENSG00000284015.1	MIR1281	0	0	0	0	0	0	0	0
ENSG00000284018.1	SSU72P5	0	0	0	0.5	0	0	0	0
ENSG00000284020.1	MIR4697	0	0	0	0	0	0	0	0
ENSG00000284024.4	ENSG00000284024	308.781	206.364	216.874	106.986	181.094	194.515	217.623	303.009
ENSG00000284027.1	MIR497	0	0	0	0	0	0	0	0
ENSG00000284028.1	MIR4468	0	0	0	0	0	0	0	0
ENSG00000284029.1	MIR6805	0	0	0	0	0	0	0	0
ENSG00000284031.1	MIR4761	0	0	0	0	0	0	0	0
ENSG00000284032.1	MIR29A	0	0	0	0	0	0	0	0
ENSG00000284034.1	MIR5196	0	0	0	0	0	0	0	0
ENSG00000284035.1	MIR5187	0	0	0	0	0	0	0	0
ENSG00000284038.1	MIR10A	0	0	0	0	0	0	0	0
ENSG00000284040.1	MIR296	0	0	0	0	0	0	0	0
ENSG00000284042.1	TAF11L6	0	0	0	0	0	0	0	0
ENSG00000284043.1	MIR20B	0	0	0	0	0	0	0	0
ENSG00000284047.1	MIR6836	0	0	0	0	0	0	0	0
ENSG00000284048.2	ENSG00000284048	7.299	0	0	0	0	0	0	0
ENSG00000284049.1	MIR650	0	0	0	0	0	0	0	0
ENSG00000284052.1	ENSG00000284052	15	81.001	19	15	55	14	10	212.999
ENSG00000284054.1	MIR7112	0	0	0	0	0	0	0	0
ENSG00000284055.1	MIR4315-1	0	0	0	0	0	0	0	0
ENSG00000284057.1	ENSG00000284057	98.36	41.08	49.813	0	5.978	8.722	18.52	0
ENSG00000284059.1	MIR5572	0	0	0	0	0	0	0	0
ENSG00000284060.1	ENSG00000284060	0	6.352	1	0	3.161	1.875	0	0
ENSG00000284062.1	MIR4469	0	0	0	0	0	0	0	0
ENSG00000284064.1	MIR6834	0	0	0	0	0	0	0	0
ENSG00000284065.1	MIR6887	0	0	0	0	0	0	0	0
ENSG00000284067.1	MIR6837	0	0	0	0	0	0	0	0
