gene_id	gene_name	JH.2.085.F2983.F783D	JH.2.086.5EA11.494GE	JH.2.089.H8EBA.HH51C	JH.2.090.19D3F.G36F6	JH.2.091.CAA8H.GDFG1	JH.2.092.B4F11.2H1C1	JH.2.092.B52E5.BFCBA	JH.2.093.214AE.H5A8H	JH.2.094.5HA24.CC3H4	JH.2.100.19H33.94G2C	JH.2.104.51E2H.1G93A	JH.2.107.AGD39.1CH62	JH.2.111.G645D.6C5FF
ENSG00000253311.3	LINC01847	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000253312.1	ENSG00000253312	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253313.6	C1orf210	1	0	0	0	0	0	0	25	0	0	0	1	0
ENSG00000253314.7	LINC00293	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253315.1	LINC01932	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253317.1	ENSG00000253317	5	3	4	6	3	2	4	1	4	0	2	1	2
ENSG00000253318.1	TMCC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253319.1	ENSG00000253319	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253320.7	MAILR	52.001	104.999	73	49	125	73	74	35.999	68	57	104	74	83
ENSG00000253321.1	ENSG00000253321	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253322.1	ENSG00000253322	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253325.1	IGHV7-34-1	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000253326.2	ENSG00000253326	1.219	0	0	0	1.002	1.847	0	2	0	1.002	0	0	0
ENSG00000253327.2	RAD21-AS1	2	2	0	1	2	1	6	0	5	0	1	3	0
ENSG00000253328.2	SUMO2P19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253329.1	IGLV3-30	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253330.1	ENSG00000253330	4	1	3	4	2	0	0	0	1	5	2	9	3
ENSG00000253331.1	ENSG00000253331	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253332.1	ENSG00000253332	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253333.1	ENSG00000253333	0	0	0	0	1.073	0	0	0	0	0	0	2.213	0
ENSG00000253334.1	ENSG00000253334	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253335.1	ENSG00000253335	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253336.1	ENSG00000253336	2	16	1	2	7	7	6	2	6	4	9	2	2
ENSG00000253338.1	IGLV3-29	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000253339.3	ENSG00000253339	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253340.1	ENSG00000253340	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253341.1	PCBP2P2	2	2.001	1	1	2	1	5	4	4.002	2.004	2	0	4
ENSG00000253342.1	ENSG00000253342	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000253343.1	ENSG00000253343	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253344.1	ENSG00000253344	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253345.1	IGHVII-22-1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253346.1	ENSG00000253346	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253347.1	ENSG00000253347	4	6	1	2	4	6	8	4	7	6	5	0	6
ENSG00000253348.1	ENSG00000253348	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000253349.1	COX6B1P6	0	0	1	0	0	1	0	0	0	0	0	1	0
ENSG00000253351.2	LINC01298	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253352.10	TUG1	2291.999	2461	2022.001	2224	2479.001	2268.001	2625	1601.999	2775.001	1808.999	2609.001	1929.999	2433.001
ENSG00000253354.2	ENSG00000253354	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253355.1	ENSG00000253355	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253356.1	ENSG00000253356	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253357.1	ENSG00000253357	3	3	13	0	1	0	0	0	1	4	3	1	6
ENSG00000253358.1	ENSG00000253358	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253359.1	IGHV3-37	0	0	0	0.995	0	0	0	0	0	0	0	0	0
ENSG00000253361.3	ENSG00000253361	0	0	1	0	1	2	3	0	1	0	1	0	3
ENSG00000253362.1	ENSG00000253362	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253363.7	ENSG00000253363	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253364.2	COPDA1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253365.1	IGKV1D-22	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253366.3	GUSBP16	14.161	0	8.017	0	0	0	4.405	0	0	0	0	0	0
ENSG00000253367.1	IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253368.4	TRNP1	39	264	73	72	218	194	119	64	299	109	83	95	108
ENSG00000253369.3	ENSG00000253369	12	7	17	0	9	1	5	2	12	9	9	2	1
ENSG00000253370.2	ENSG00000253370	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253372.5	ENSG00000253372	12	8	3	3	1	4	5	7	4	5	1	1	3
ENSG00000253373.1	ENSG00000253373	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253374.5	ENSG00000253374	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253376.2	ENSG00000253376	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253377.2	ENSG00000253377	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253380.1	ENSG00000253380	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253381.1	ENSG00000253381	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253382.3	POU5F1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253383.1	ENSG00000253383	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253384.1	ENSG00000253384	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253385.1	ENSG00000253385	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253386.1	IGHVII-49-1	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000253387.1	IGHVIII-5-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253388.1	ENSG00000253388	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253389.2	ENSG00000253389	0	2	0	1	6	0	0	0	1	3	6	0	1
ENSG00000253390.1	ENTPD4-DT	1	0	1	1	1	0	0	0	1	1	1	0	0
ENSG00000253391.1	ENSG00000253391	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253392.3	ENSG00000253392	9	14	8	3	17	8	13	10	7	5	13	5	9
ENSG00000253393.1	RANP9	0	0	1	0	0	0	1	0	0	0	0	0	3
ENSG00000253394.7	LINC00534	3	2	0	1	0	0	0	1	1	1	7	0	3
ENSG00000253395.1	ENSG00000253395	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253396.1	ENSG00000253396	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253397.1	ENSG00000253397	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253398.1	ENSG00000253398	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253399.1	ENSG00000253399	1	0	0	3	1	4	1	1	0	0	1	1	2
ENSG00000253400.1	ENSG00000253400	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253401.1	VTA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253403.1	ENSG00000253403	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253404.1	CTNNA1-AS1	1	3	0	0	0	0	0	0	2	4	0	3	0
ENSG00000253405.1	EVX1-AS	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253406.1	ENSG00000253406	0	0	0	0	2	0	0	1	0	0	1	0	0
ENSG00000253407.2	ENSG00000253407	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253408.6	IKBKB-DT	2	2	2	0	0	1	1	7	2	1	2	4	2
ENSG00000253409.1	TRBV7-4	1	0	0	2	0	0	0	0	0	1	0	1	0
ENSG00000253410.1	ENSG00000253410	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253412.1	IGHVIII-13-1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253413.1	ENSG00000253413	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253414.3	LINC01605	1	5	0	2	0	1	0	7	7	7	1	1	1
ENSG00000253415.1	ENSG00000253415	2	2	7	0	2	0	0	1	9	3	2	1	8
ENSG00000253416.1	ENSG00000253416	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000253417.5	LINC02159	0	0	0	0	0	0	0	4	0	0	0	1	0
ENSG00000253418.1	SNX18P27	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253420.1	ENSG00000253420	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000253421.1	ZNHIT1P1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253422.1	ENSG00000253422	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253423.1	ENSG00000253423	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253424.1	ENSG00000253424	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253425.2	HSPA8P13	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253427.1	ENSG00000253427	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253428.1	LINC01942	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253429.1	ENSG00000253429	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253430.1	ENSG00000253430	0	2	3	1	3	1	0	0	0	2	1	1	0
ENSG00000253431.1	SRPK2P	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253432.1	ENSG00000253432	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253433.1	ENSG00000253433	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000253434.8	LINC02237	2	5	0	0	2	0	1	0	0	0	0	3	1
ENSG00000253435.1	IGKV2-4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253437.1	RNU6-988P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253438.5	PCAT1	20	26.999	15	28	11	12	10	51	20	9	20	16	13
ENSG00000253439.1	CDC42P5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253440.1	IGHV3-33-2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253441.1	IGHV3-25	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253444.1	ENSG00000253444	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253445.1	ENSG00000253445	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253447.6	ENSG00000253447	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253448.1	IGLV3-6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253449.1	ENSG00000253449	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253451.1	IGLV2-28	0	0	0	3.761	0	0	0	0	0	0	0	0	0
ENSG00000253452.6	ENSG00000253452	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253454.1	NDUFA5P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253455.1	ENSG00000253455	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253456.1	ENSG00000253456	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253457.3	SMIM18	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253458.1	IGHVII-15-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253460.2	IGKV2OR22-3	0	0	0	3	1	1	0	0	0	0	0	1	0
ENSG00000253461.1	IGKV1-35	0	0	0	4.744	0	0	0	0	0	0	0	0	0
ENSG00000253462.1	IGHVIII-26-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253463.1	HMGB1P19	0	1	1	5	4	2	3	2	1	3	2	1	3
ENSG00000253465.1	IGHVIV-44-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253467.2	IGHV7-40	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000253468.1	ENSG00000253468	0	0	1	0	2	1	2	1	0	0	0	0	0
ENSG00000253469.1	ENSG00000253469	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253470.1	ENSG00000253470	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253471.1	ENSG00000253471	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253472.1	ENSG00000253472	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253474.2	ENSG00000253474	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253475.1	ENSG00000253475	1	2	0	0	1	1	0	1	0	0	2	1	1
ENSG00000253476.1	ENSG00000253476	14	13	11	3	12	25	27	5	14	7	10	3	18
ENSG00000253477.5	ENSG00000253477	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253479.6	LINC01603	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253480.1	ENSG00000253480	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253481.2	IGKV1OR22-1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253482.1	IGHVII-26-2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253483.1	ENSG00000253483	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253484.1	ENSG00000253484	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253485.3	PCDHGA5	258.047	151.569	207.331	93.43	107.501	193.816	106.854	130.668	205.821	127.21	309.569	92.285	184.161
ENSG00000253487.1	IGKV2-36	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253488.1	SINHCAFP3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253489.1	ENSG00000253489	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253490.5	LINC02099	1	1	0	5	2	0	0	1	3	1	2	2	3
ENSG00000253491.2	IGHVII-30-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253492.1	CDH12P3	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253493.1	ENSG00000253493	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253495.1	CYCSP23	4.344	1	2	6	4.873	1	0	2.445	3.82	1.522	3	4	0
ENSG00000253496.3	ENSG00000253496	1	3	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253497.1	IGKV1-13	0	0	0	66.04	0	0	0	0	0	0	0	0	0
ENSG00000253499.2	ENSG00000253499	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253500.6	ENSG00000253500	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253501.1	IGKV3D-34	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253502.1	ATP6V1G1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253503.6	ENSG00000253503	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253504.1	MTCYBP19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253505.3	ENSG00000253505	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253506.3	NACA2	0	0	0	1	1	0	0	0	0	0	1	2.001	0
ENSG00000253507.6	ENSG00000253507	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253508.1	ENSG00000253508	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253509.1	ENSG00000253509	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253510.1	ENSG00000253510	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253512.1	ENSG00000253512	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253513.1	SQLE-DT	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253515.2	ENSG00000253515	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253516.1	HMGB1P41	4	31	3	6	7	8	19	3	4	4	4	2	5
ENSG00000253517.1	XRCC6P4	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253519.1	ENSG00000253519	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253520.1	ENSG00000253520	0	0	2	7	3	1	4	1	9	2	10	2	1
ENSG00000253521.2	HPYR1	0	0	1	0	0	0	1	0	1	1	0	1	0
ENSG00000253522.6	MIR3142HG	405	161	46	41	99	49	48	20	72	78	121	29	225
ENSG00000253523.1	ENSG00000253523	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253524.1	ENSG00000253524	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253525.1	CPP	2.043	3	4.105	6.045	7.07	2	1	3.094	3.018	4.168	0	2.042	4.074
ENSG00000253526.1	ENSG00000253526	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253527.1	ENSG00000253527	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253528.2	ENSG00000253528	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253530.2	ENSG00000253530	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253532.1	ENSG00000253532	1	2	4	4	1	0	1	1	0	0	2	1	4
ENSG00000253534.1	TRBV6-8	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253535.5	ENSG00000253535	0	0	0	28	2	0	0	0	0	0	0	1	0
ENSG00000253536.1	ENSG00000253536	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253537.3	PCDHGA7	70.117	85	136	39	93.665	107	71	71	234.109	86	210.181	76	112
ENSG00000253538.1	ENSG00000253538	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253539.1	ENSG00000253539	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253540.6	FAM86HP	12.826	24.03	29.075	33.447	42.745	55.296	26.827	43.807	55.364	34.003	20.012	29.703	34.789
ENSG00000253541.1	SEPTIN10P1	2.011	0	1	1.003	0	1	0	0	2	2.004	0	0	1.001
ENSG00000253542.7	SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253543.1	ENSG00000253543	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253544.1	C1GALT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253545.1	IGHV3-52	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSG00000253546.1	IGLVVI-22-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253547.2	TUBAP7	2	0	0	0	3	0	0	1	1	0	1	0	0
ENSG00000253548.1	PYDC2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253549.6	CA3-AS1	0	5	1	3	1	0	0	3	0	0	2	1	0
ENSG00000253550.1	ENSG00000253550	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253551.1	ENSG00000253551	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253552.8	HOXA-AS2	7	3	17	23.001	14	6	3	2	14	11	8	13	6
ENSG00000253553.8	ENSG00000253553	16	32	4	3	4	6	10	2	16	4	14	4	3
ENSG00000253554.7	LINC01414	0	0	1	0	0	0	0	0	0	1	0	0	1
ENSG00000253555.1	TARDBPP4	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253556.1	MTCO1P4	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000253557.6	ENSG00000253557	3	0	1	17	5	2	2	1	4	1	13	11	10
ENSG00000253558.2	ENSG00000253558	14	29	30	28	50	23	35	21	33	34	29	28	38
ENSG00000253559.1	OSGEPL1-AS1	1	4	4	1	2	4	4	2	5	3	3	3	2
ENSG00000253560.1	ENSG00000253560	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253561.1	ENSG00000253561	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253562.1	ENSG00000253562	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253563.2	NKX2-1-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253564.1	ENSG00000253564	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253567.1	ENSG00000253567	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253568.1	ENSG00000253568	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253569.1	VENTXP5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253570.1	RNF5P1	1	2	0	0	0	1	0	0	0	10.154	0	12.176	13.164
ENSG00000253571.1	ENSG00000253571	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253572.2	ENSG00000253572	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253573.2	ENSG00000253573	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253574.5	ENSG00000253574	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253576.1	ENSG00000253576	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253577.2	ENSG00000253577	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253578.1	IGKV1-22	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253579.1	SUMO2P16	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253580.1	TRMT10BP1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253581.1	ENSG00000253581	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253582.1	OXR1-AS1	0	1	1	0	2	1	1	0	1	0	5	2	0
ENSG00000253583.1	ENSG00000253583	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253584.1	ENSG00000253584	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253585.1	ENSG00000253585	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000253586.1	ENSG00000253586	0	4	1	1	4	3	0	3	2	1	4	8	2
ENSG00000253587.2	IGHV3-30-2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253590.1	IGLV3-13	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000253591.2	KCNIP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253592.1	IGKV2-38	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253593.2	ENSG00000253593	0	0	0	1	1	0	0	0	0	0	1	1	0
ENSG00000253595.6	LINC01300	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253596.1	ENSG00000253596	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253598.3	SLC10A5	3	4	6	2	6	7	4	3	4	7	3	4	3
ENSG00000253600.1	ENSG00000253600	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253602.2	RN7SL260P	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253603.1	CERNA3	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000253604.1	ENSG00000253604	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253605.1	HNRNPA1P38	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253606.2	AFG3L2P1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253607.1	ENSG00000253607	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253608.2	ENSG00000253608	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000253610.1	ENSG00000253610	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253611.1	VN1R46P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253612.1	WBP1LP3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253613.2	ENSG00000253613	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253614.1	ENSG00000253614	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253615.1	ENSG00000253615	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253616.5	ENSG00000253616	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253617.2	ENSG00000253617	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253618.1	GRPEL2-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253619.1	ENSG00000253619	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253620.2	ENSG00000253620	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253621.1	RPSAP74	2	1	1	0	0	1	0	0	1	0	0	3	1
ENSG00000253622.1	ENSG00000253622	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000253623.1	ENSG00000253623	0	0	2	1	4	0	0	0	0	2	4	2	0
ENSG00000253625.1	IGKV2-23	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253626.4	EIF5AL1	1.002	2.001	1.004	1.008	2.005	2.01	1.003	0	3.004	0	0	1.001	0
ENSG00000253627.1	ENSG00000253627	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000253628.2	ENSG00000253628	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253629.1	ENSG00000253629	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253630.1	ENSG00000253630	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253631.1	IGLV7-35	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253632.1	ENSG00000253632	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000253633.2	ENSG00000253633	0	1	0	2	0	2	0	0	0	0	0	0	0
ENSG00000253634.3	ENSG00000253634	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253635.1	IGHVIII-67-3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253636.1	ENSG00000253636	25	36	42	25	59	52	58	27	24	26	56	19	30
ENSG00000253637.1	IGLVV-58	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253638.1	ENSG00000253638	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253639.1	SUMO2P18	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253641.6	ENSG00000253641	19	32	35	16	28	4	3	27	36	10	23	25	26
ENSG00000253642.6	ENSG00000253642	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253643.6	ENSG00000253643	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253644.2	LINC02845	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253645.1	ENSG00000253645	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253646.1	ENSG00000253646	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253647.1	KCNIP1-OT1	1	20	4	3	3	0	5	8	2	3	5	1	3
ENSG00000253648.1	ENSG00000253648	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253649.5	PRSS51	1	4	0	0	0	0	3	2	0	0	0	1	1
ENSG00000253650.1	SMARCE1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253651.1	SOD1P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253652.1	ENSG00000253652	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253653.1	ENSG00000253653	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000253654.2	IDI1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
